Comment,S=3_D=3_X=2(1)_5
route70,"[X1,D1,S2,D1,X1]"
route71,"[X1,D0,X0,X0,D1,S0,X1]"
route72,"[X0,D0,X0]"
route73,"[X1,D0,D1,S2,X0,X0,X1]"
route74,"[X1,S2,D0,X1]"
route75,"[X0,S0,X0]"
route76,"[X0,D1,D0,X0]"
route77,"[X1,S2,X1]"
route78,"[X0,S1,D0,X1,X1,X0]"
route79,"[X1,S0,X0,X0,S2,X1]"
route80,"[X1,D0,D1,X0,X0,X1]"
route81,"[X0,D1,D0,S0,X0]"
route82,"[X0,S0,D0,X1,X1,X0]"
route83,"[X1,S0,X1]"
route84,"[X1,S1,D0,X1]"
route85,"[X0,D1,S2,D0,X0]"
route86,"[X1,X0,X0,S1,X1]"
route87,"[X0,D1,S2,D0,D1,X0]"
route88,"[X1,X0,X0,S2,X1]"
route89,"[X1,D1,S1,X1]"
route90,"[X0,S2,S1,X0]"
route91,"[X0,S1,S2,D0,D1,X0]"
route92,"[X0,D1,X1,X1,S0,X0]"
route93,"[X0,S2,D1,D0,X1,X1,S0,X0]"
route94,"[X1,D0,D1,S2,X0,X0,S0,X1]"
route95,"[X0,S1,D0,D1,S2,S1,X0]"
route96,"[X1,D1,S1,X0,X0,X1]"
route97,"[X0,D0,X1,X1,S2,X0]"
route98,"[X0,S2,D0,X0]"
route99,"[X0,S1,D0,X0]"
route100,"[X1,S2,D1,X1]"
route101,"[X0,S2,D1,D0,X1,X1,S0,S1,X0]"
route102,"[X1,D0,D1,S2,X0,X0,S1,S0,X1]"
route103,"[X0,S0,D0,X0]"
route104,"[X0,D1,S1,S2,D0,D1,X0]"
route105,"[X1,D1,S0,X1]"
route106,"[X1,S2,D0,S0,X1]"
route107,"[X0,S2,X1,X1,S0,S1,X0]"
route108,"[X0,D1,X1,X1,S0,S1,X0]"
route109,"[X0,D1,X1,X1,D0,X0]"
route110,"[X0,S2,S1,D1,X0]"
route111,"[X1,D1,S2,X1]"
route112,"[X1,D0,D1,S1,X1]"
route113,"[X0,D1,D0,X1,X1,S0,S1,X0]"
route114,"[X0,D1,X0]"
route115,"[X0,X1,X1,S0,X0]"
route116,"[X0,S1,X0]"
route117,"[X0,D1,X1,X1,X0]"
route118,"[X1,D0,D1,S2,X1]"
route119,"[X1,S1,D0,S0,X1]"
route120,"[X0,S1,S2,D1,X0]"
route121,"[X0,X1,X1,X0]"
route122,"[X0,S1,S2,D0,D1,S2,S1,X0]"
route123,"[X1,S0,D0,X1]"
route124,"[X0,D1,S1,D0,D1,X0]"
route125,"[X1,D1,X1]"
route126,"[X1,D0,D1,X0,X0,S2,X1]"
route127,"[X1,S0,X0,X0,D1,X1]"
route128,"[X1,D0,D1,S1,D0,X1]"
route129,"[X1,X0,X0,X1]"
route130,"[X0,D1,X1,X1,D0,X1,X1,S2,X0]"
route131,"[X1,D0,X0,X0,D1,X1]"
route132,"[X1,D1,X0,X0,S0,X1]"
route133,"[X1,S0,X1]"
route134,"[X0,S1,X0]"
route135,"[X0,S2,X0]"
route136,"[X1,D0,X1]"
route137,"[X0,D1,X0]"
Exit,
