Comment,S=4_D=3_X=1(0)_11
route91,"[X0,S3,D0,X0]"
route92,"[X0,D2,D1,S2,S1,S3,D0,D1,X0]"
route93,"[X0,S2,S3,D2,D0,D1,X0]"
route94,"[X0,D2,S2,S3,D2,X0]"
route95,"[X0,S2,D0,X0]"
route96,"[X0,D2,S3,S2,S1,D1,D0,D2,X0]"
route97,"[X0,S2,S3,D0,D1,D2,X0]"
route98,"[X0,S2,D2,X0]"
route99,"[X0,D2,D0,S0,D1,X0]"
route100,"[X0,S3,S1,S2,D1,D2,X0]"
route101,"[X0,S3,S1,D1,D0,X0]"
route102,"[X0,S1,D0,D2,X0]"
route103,"[X0,S1,D0,X0]"
route104,"[X0,S1,D2,D0,X0]"
route105,"[X0,S2,S1,S3,D0,D1,S2,X0]"
route106,"[X0,D2,D0,D1,X0]"
route107,"[X0,S3,S2,D1,D0,X0]"
route108,"[X0,S1,D2,X0]"
route109,"[X0,D2,S2,S1,D1,D0,D2,X0]"
route110,"[X0,D2,S3,D0,X0]"
route111,"[X0,D2,S0,D1,X0]"
route112,"[X0,D2,S2,S3,X0]"
route113,"[X0,D2,S1,D2,X0]"
route114,"[X0,D2,S3,S0,X0]"
route115,"[X0,S0,D2,X0]"
route116,"[X0,S2,S1,S3,X0]"
route117,"[X0,S0,D1,D2,X0]"
route118,"[X0,D1,X0]"
route119,"[X0,S0,D0,X0]"
route120,"[X0,D2,D1,S2,S1,S3,S0,X0]"
route121,"[X0,S0,D0,D1,X0]"
route122,"[X0,D2,S1,D1,D2,X0]"
route123,"[X0,S2,X0]"
route124,"[X0,S2,S1,S3,D2,D1,X0]"
route125,"[X0,D2,S2,S1,S3,D2,D1,X0]"
route126,"[X0,S1,S2,D1,D2,X0]"
route127,"[X0,D2,D0,S0,D2,X0]"
route128,"[X0,S2,S1,S3,D0,D1,X0]"
route129,"[X0,D2,S1,D2,D0,X0]"
route130,"[X0,D2,S1,X0]"
route131,"[X0,S2,S3,D2,D1,X0]"
route132,"[X0,D2,S2,S1,D1,D2,X0]"
route133,"[X0,S0,X0]"
route134,"[X0,S1,X0]"
route135,"[X0,D0,X0]"
route136,"[X0,D2,X0]"
Exit,
