Comment,S=3_D=4_X=2(0)_9
route29,"[X0,S2,S1,D1,S0,D0,X1,X1,S0,X0]"
route30,"[X1,S2,D2,S0,X1]"
route31,"[X0,D3,S0,S1,S2,X0]"
route32,"[X0,S2,D1,S1,X0]"
route33,"[X1,D3,S1,D1,X1]"
route34,"[X0,D3,D0,S0,X0]"
route35,"[X0,X1,X1,D1,S1,X0]"
route36,"[X0,D2,S2,D2,D0,S0,D2,X0]"
route37,"[X0,D3,S0,D2,X0]"
route38,"[X1,S1,D1,S0,X1]"
route39,"[X0,S1,D0,X1,X1,S0,X0]"
route40,"[X0,D2,D3,S0,D0,D2,S2,D2,D3,X0]"
route41,"[X1,D1,D3,D0,X1]"
route42,"[X0,D3,X1,X1,D1,X0]"
route43,"[X0,S2,D1,D0,S0,D3,S1,X0]"
route44,"[X0,S1,S0,D0,D3,X0]"
route45,"[X0,S2,S1,D1,S0,D1,S1,X0]"
route46,"[X0,D2,D3,D0,S0,X0]"
route47,"[X0,D2,S2,D1,D0,X0]"
route48,"[X0,S1,D3,D2,X0]"
route49,"[X1,D0,D3,X0,X0,D1,X1]"
route50,"[X0,S0,X0]"
route51,"[X0,S2,S1,S0,D0,D3,X0]"
route52,"[X1,D2,X1]"
route53,"[X0,D2,D3,D0,X1,X1,D1,X0]"
route54,"[X0,D2,D3,S0,X1,X1,S1,S2,X0]"
route55,"[X0,S1,S2,D2,D0,S0,D3,X0]"
route56,"[X1,D3,S1,S0,D0,X1]"
route57,"[X1,S0,X1]"
route58,"[X0,D3,X1,X1,X0]"
route59,"[X0,S2,D2,S0,D0,X1,X1,S0,X0]"
route60,"[X1,D3,D2,S2,D1,X1]"
route61,"[X0,S2,D0,X0]"
route62,"[X0,S1,D0,X0]"
route63,"[X0,S2,D1,D0,S0,D3,X0]"
route64,"[X0,D2,D3,D0,X1,X1,X0]"
route65,"[X0,S2,S1,D1,S0,D1,D3,X0]"
route66,"[X0,S2,S1,D1,S0,D1,D3,S1,X0]"
route67,"[X0,D1,X1,X1,S0,S1,X0]"
route68,"[X0,S1,S2,D2,D0,X1,X1,S0,S1,X0]"
route69,"[X0,D3,S0,D0,X0]"
route70,"[X1,S1,D2,X0,X0,S0,X1]"
route71,"[X1,D1,X0,X0,D2,D3,D0,X1]"
route72,"[X1,D3,S1,D2,X1]"
route73,"[X0,D2,D3,S0,D0,D2,S2,D2,X0]"
route74,"[X0,S1,X0]"
route75,"[X0,S2,S1,D1,S0,D1,X1,X1,S0,S1,X0]"
route76,"[X0,X1,X1,X0]"
route77,"[X0,D2,D3,D0,X0]"
route78,"[X1,S0,S1,X1]"
route79,"[X0,S2,D1,S0,D1,X0]"
route80,"[X1,D0,D3,X0,X0,X1]"
route81,"[X0,S0,D1,S1,X0]"
route82,"[X0,D2,D3,X0]"
route83,"[X0,S0,S1,S2,X0]"
route84,"[X1,D0,S0,D3,S1,D2,D1,X1]"
route85,"[X0,S2,D1,D3,S1,X0]"
route86,"[X0,S2,S1,X1,X1,S0,X0]"
route87,"[X0,S0,D0,D2,S2,D2,D3,S1,X0]"
route88,"[X0,S0,D0,D2,S2,D2,X0]"
route89,"[X0,S2,D1,S0,D0,X0]"
route90,"[X0,S0,X1,X1,S1,S2,X0]"
route91,"[X0,S1,D1,S1,X0]"
route92,"[X1,D0,D3,X1]"
route93,"[X1,S2,D2,X0,X0,S0,X1]"
route94,"[X1,S0,D2,X0,X0,S0,X1]"
route95,"[X1,S0,D3,X1]"
route96,"[X0,S2,X0]"
route97,"[X0,D2,S2,D2,S0,D0,S1,D3,X0]"
route98,"[X0,S0,D0,D2,S2,D2,D3,X0]"
route99,"[X1,D0,X1]"
route100,"[X0,D2,S2,S1,S0,D0,D3,X0]"
route101,"[X0,D2,D3,S0,D0,X1,X1,D1,S1,S2,X0]"
route102,"[X0,S2,D2,D3,X0]"
route103,"[X0,D3,X0]"
route104,"[X0,S1,D3,X0]"
route105,"[X1,S0,S1,S2,D3,D0,D1,X1]"
route106,"[X1,D3,S1,D0,X1]"
route107,"[X1,S0,X0,X0,S2,S1,X1]"
route108,"[X1,S0,D3,S1,D2,D1,X1]"
route109,"[X1,D3,D2,X0,X0,S0,X1]"
route110,"[X1,S0,X0,X0,X1]"
route111,"[X0,D3,S1,S2,D2,D0,X0]"
route112,"[X1,D3,S1,S2,D2,S0,D0,X1]"
route113,"[X0,D2,S2,S1,D1,S0,D1,X0]"
route114,"[X1,S1,S2,D3,D0,S0,X1]"
route115,"[X1,D3,X0,X0,X1]"
route116,"[X1,D3,D2,S2,D3,S0,X1]"
route117,"[X0,S2,D1,S0,S1,X0]"
route118,"[X0,D2,S2,D1,S0,D0,X0]"
route119,"[X0,S2,S1,D1,S0,D0,X0]"
route120,"[X1,D3,S2,X1]"
route121,"[X0,D3,D0,X0]"
route122,"[X1,S1,S0,D3,D0,S0,X1]"
route123,"[X1,D1,D0,S0,X1]"
route124,"[X0,D0,X0]"
route125,"[X1,D0,D3,D2,X0,X0,D1,X1]"
route126,"[X0,D3,S0,D3,X0]"
route127,"[X1,D1,D3,D0,S0,X1]"
route128,"[X1,S1,S2,D3,D0,D1,S0,X1]"
route129,"[X0,S2,S1,D1,S0,D0,X1,X1,S0,S1,X0]"
route130,"[X0,D2,D3,S0,D0,X1,X1,S1,X0]"
route131,"[X1,S0,D3,X0,X0,X1]"
route132,"[X0,S1,S2,D2,D0,S0,D3,S1,X0]"
route133,"[X0,S2,D1,D0,S0,X0]"
route134,"[X0,S2,D2,X0]"
route135,"[X0,S2,S1,D0,D2,X0]"
route136,"[X1,D1,D0,X1]"
route137,"[X0,D3,S0,D2,S2,D2,X0]"
route138,"[X0,S2,D2,S0,D0,S1,D3,X0]"
route139,"[X1,D0,D3,X0,X0,D1,S0,X1]"
route140,"[X1,D3,D2,S2,D2,S0,X1]"
route141,"[X0,D0,X1,X1,S0,X0]"
route142,"[X0,S2,D1,D0,X1,X1,S0,S1,X0]"
route143,"[X0,S2,D1,D0,X0]"
route144,"[X0,S0,D2,X0]"
route145,"[X0,D3,S0,X1,X1,X0]"
route146,"[X1,S0,D3,D2,X0,X0,S1,X1]"
route147,"[X1,D0,S0,D0,S1,D2,D1,X1]"
route148,"[X1,D2,X0,X0,S0,X1]"
route149,"[X0,X1,X1,D1,X0]"
route150,"[X0,D1,X0]"
route151,"[X1,D3,D2,S2,X1]"
route152,"[X1,S0,D3,S1,D1,D0,X1]"
route153,"[X0,S1,X1,X1,S0,X0]"
route154,"[X1,S0,D0,X1]"
route155,"[X0,D2,S2,D1,S0,D1,X0]"
route156,"[X1,D1,X1]"
route157,"[X1,D3,S1,D3,X1]"
route158,"[X1,D0,S0,D3,D2,X0,X0,S2,S1,X1]"
route159,"[X1,D0,D3,S0,X1]"
route160,"[X0,D3,S0,X0]"
route161,"[X0,D2,S2,S1,D0,D3,X0]"
route162,"[X0,S2,D1,S0,D1,S1,X0]"
route163,"[X0,S0,D0,D2,S2,D2,S1,X0]"
route164,"[X0,D2,D3,D0,X1,X1,D1,S0,S1,X0]"
route165,"[X1,S0,D3,S2,S1,D3,D1,D0,X1]"
route166,"[X1,S0,S2,D3,D0,X1]"
route167,"[X0,S1,D0,S0,X0]"
route168,"[X0,D2,S2,D1,D0,S0,D3,X0]"
route169,"[X1,D0,D1,X1]"
route170,"[X1,S1,S2,D2,S0,D0,X1]"
route171,"[X0,D2,X0]"
route172,"[X0,S2,S0,D0,D1,X1,X1,S0,S1,X0]"
route173,"[X0,S2,D0,X1,X1,S0,X0]"
route174,"[X0,S1,D1,X1,X1,S0,S1,X0]"
route175,"[X0,D2,S2,S1,D1,D3,X0]"
route176,"[X0,S1,D1,X0]"
route177,"[X1,S0,S1,D1,S0,X1]"
route178,"[X0,S2,S1,S0,D0,D3,S1,X0]"
route179,"[X0,D2,S2,D1,D3,X0]"
route180,"[X0,D2,D3,X1,X1,D1,S0,S1,X0]"
route181,"[X1,S0,D3,D0,S0,X1]"
route182,"[X1,S0,S1,D1,X1]"
route183,"[X0,S2,D3,D0,S0,X0]"
route184,"[X0,S2,D0,S0,X0]"
route185,"[X1,D3,D2,S0,X1]"
route186,"[X0,S2,D2,D0,S0,D2,S1,X0]"
route187,"[X0,S2,D2,S0,D0,S1,D3,S1,X0]"
route188,"[X1,S0,D3,S1,D1,D0,S0,X1]"
route189,"[X0,S0,D3,X0]"
route190,"[X0,S2,S1,D0,D3,S1,X0]"
route191,"[X1,D3,D2,S2,D2,X1]"
route192,"[X0,D2,D3,S0,D2,S2,D2,X0]"
route193,"[X1,D3,S2,D3,X1]"
route194,"[X1,S1,D1,X1]"
route195,"[X1,S1,S0,D3,D0,X1]"
route196,"[X0,S2,S0,D0,D1,X0]"
route197,"[X0,D3,D2,X0]"
route198,"[X0,D2,D3,X1,X1,D1,X0]"
route199,"[X1,S0,S2,D3,D0,D1,X1]"
route200,"[X0,S2,D1,D3,X0]"
route201,"[X0,D3,S0,X1,X1,S1,X0]"
route202,"[X0,D2,S2,D1,X0]"
route203,"[X0,S2,S1,D1,D3,X0]"
route204,"[X0,S0,D2,S2,D2,X0]"
route205,"[X1,D3,S0,X1]"
route206,"[X0,S2,S1,D1,S0,D0,S0,X0]"
route207,"[X0,D3,X1,X1,D1,X1,X1,S0,S1,X0]"
route208,"[X1,S2,D2,X1]"
route209,"[X1,S2,X1]"
route210,"[X0,S2,D1,S0,D0,S0,X0]"
route211,"[X1,D0,D3,D2,X0,X0,D1,S0,X1]"
route212,"[X1,S1,D0,X1]"
route213,"[X0,D1,S0,S1,X0]"
route214,"[X0,S2,S1,D0,D2,S1,X0]"
route215,"[X1,D3,X1]"
route216,"[X0,D2,D3,D0,X1,X1,D1,S1,X0]"
route217,"[X0,D2,S2,S0,D0,D1,X0]"
route218,"[X1,D0,S0,D3,D2,X0,X0,S2,S1,D1,S0,X1]"
route219,"[X1,S1,S0,D0,S0,X1]"
route220,"[X1,D0,S0,S1,S2,D3,D0,D1,X1]"
route221,"[X1,S0,D3,S1,D2,D1,S0,X1]"
route222,"[X1,S2,D3,X1]"
route223,"[X1,D3,D2,S2,D0,X1]"
route224,"[X0,D2,S2,D2,S0,D0,X0]"
route225,"[X0,S0,D0,X0]"
route226,"[X0,S0,D0,X1,X1,S0,X0]"
route227,"[X0,S2,D1,S0,D0,X1,X1,S0,S1,X0]"
route228,"[X0,D3,X1,X1,D1,S0,S1,X0]"
route229,"[X1,S0,S2,D0,X1]"
route230,"[X1,D0,S0,D3,D2,X0,X0,S2,S1,D1,X1]"
route231,"[X1,S0,D3,X0,X0,S1,X1]"
route232,"[X1,D3,S1,S2,D0,X1]"
route233,"[X1,D0,D3,D1,S0,X1]"
route234,"[X1,S1,D0,S0,X1]"
route235,"[X1,D3,S2,D0,X1]"
route236,"[X1,S0,D2,X1]"
route237,"[X0,S2,D1,S0,D1,S0,S1,X0]"
route238,"[X0,D3,D0,X1,X1,S0,X0]"
route239,"[X1,D0,D3,D1,X1]"
route240,"[X1,S1,S2,D0,X1]"
route241,"[X1,D3,D2,S2,D3,X1]"
route242,"[X1,X0,X0,X1]"
route243,"[X1,S0,D3,S0,X1]"
route244,"[X1,D0,S0,S2,D3,D1,X1]"
route245,"[X1,S1,D3,S0,X1]"
route246,"[X0,S1,S2,D2,D0,X1,X1,S0,X0]"
route247,"[X1,S1,S2,D0,S0,X1]"
route248,"[X0,D3,X1,X1,D1,S1,X0]"
route249,"[X1,S0,D3,S2,D1,S0,X1]"
route250,"[X0,D2,S2,S1,D0,D2,X0]"
route251,"[X1,S0,D3,D1,S0,X1]"
route252,"[X1,S0,S2,X1]"
route253,"[X0,D2,S2,S1,D1,S0,D1,D3,X0]"
route254,"[X0,D3,S1,S2,D2,D0,S0,D3,X0]"
route255,"[X1,D1,X0,X0,D3,D0,S0,X1]"
route256,"[X1,D3,D2,X0,X0,X1]"
route257,"[X1,S0,D3,S2,S1,D3,D1,D0,S0,X1]"
route258,"[X1,S1,S2,D3,D0,D1,X1]"
route259,"[X1,D0,S0,S2,D3,D0,D1,X1]"
route260,"[X0,S2,D1,X0]"
route261,"[X0,S1,S2,X0]"
route262,"[X0,S2,D1,S0,D1,X1,X1,S0,S1,X0]"
route263,"[X1,S0,S1,D1,D0,S0,X1]"
route264,"[X1,S2,D2,X0,X0,S1,S0,X1]"
route265,"[X1,S0,D0,S1,D2,D1,S0,X1]"
route266,"[X0,S0,X1,X1,X0]"
route267,"[X1,S1,X1]"
route268,"[X0,D3,S0,D0,D2,S2,D2,D3,X0]"
route269,"[X0,S2,D3,D0,X0]"
route270,"[X0,S2,D1,S0,D0,X1,X1,S0,X0]"
route271,"[X1,S0,S2,D3,D0,D1,S0,X1]"
route272,"[X1,D3,S1,S2,D3,D0,D1,X1]"
route273,"[X0,S2,D2,S0,D0,X1,X1,S0,S1,X0]"
route274,"[X0,D2,D3,S0,D0,X1,X1,S1,S2,X0]"
route275,"[X0,S0,D1,X0]"
route276,"[X1,S0,S2,S1,X1]"
route277,"[X1,S2,D1,S0,X1]"
route278,"[X1,D3,D2,X1]"
route279,"[X1,D3,S2,D2,X1]"
route280,"[X1,S1,S0,D0,X1]"
route281,"[X1,D0,S0,D3,S2,S1,D3,D1,D0,X1]"
route282,"[X1,S1,D2,S0,X1]"
route283,"[X1,D3,S1,S2,D3,D0,X1]"
route284,"[X1,D1,X0,X0,D3,D0,X1]"
route285,"[X0,D1,S1,X0]"
route286,"[X1,D1,X0,X0,D2,D3,D0,S0,X1]"
route287,"[X0,D2,D3,D0,X1,X1,D1,X1,X1,S0,S1,X0]"
route288,"[X0,S1,D0,D3,X0]"
route289,"[X1,S2,D0,X1]"
route290,"[X0,D2,D3,D0,X1,X1,S0,X0]"
route291,"[X0,S1,D1,S0,S1,X0]"
route292,"[X1,S0,D3,S2,D2,D1,X1]"
route293,"[X0,S0,D1,X1,X1,S0,S1,X0]"
route294,"[X1,S1,D3,X1]"
route295,"[X1,S1,D2,X1]"
route296,"[X0,S2,S1,D0,D3,X0]"
route297,"[X1,S0,S1,D1,D0,X1]"
route298,"[X0,D2,S2,S1,D1,S0,D0,X0]"
route299,"[X0,S2,S1,X0]"
route300,"[X0,S2,S0,D0,D1,S0,S1,X0]"
route301,"[X0,S2,D1,D0,X1,X1,S0,X0]"
route302,"[X0,S2,D2,S0,D0,S0,X0]"
route303,"[X1,D3,S1,S0,D3,D0,X1]"
route304,"[X1,S1,S2,D3,D0,X1]"
route305,"[X0,D2,D3,S0,X1,X1,S1,X0]"
route306,"[X1,S2,D1,X1]"
route307,"[X0,S1,D2,X0]"
route308,"[X1,D0,D3,D2,X0,X0,X1]"
route309,"[X0,D3,D2,S2,S1,D1,S0,D1,D3,X0]"
route310,"[X1,S0,S2,D0,S0,X1]"
route311,"[X0,S2,D0,D3,X0]"
route312,"[X1,D0,S0,D3,S2,D1,X1]"
route313,"[X0,S2,D0,D3,S1,X0]"
route314,"[X1,S2,D0,S0,X1]"
route315,"[X0,S2,D2,S0,D0,X0]"
route316,"[X0,X1,X1,D1,X1,X1,S0,S1,X0]"
route317,"[X1,S0,D3,S2,D1,X1]"
route318,"[X1,S0,D0,D1,X1]"
route319,"[X0,S1,S0,D0,D3,S1,X0]"
route320,"[X1,S2,D3,S0,X1]"
route321,"[X1,S0,D3,D0,X1]"
route322,"[X1,S0,S2,D3,D1,S0,X1]"
route323,"[X0,D2,D3,S0,D0,X0]"
route324,"[X1,S0,D3,S2,D2,D1,S0,X1]"
route325,"[X0,S1,S2,D2,D0,S0,X0]"
route326,"[X1,S0,S1,S2,D3,D0,D1,S0,X1]"
route327,"[X1,D3,S2,D1,X1]"
route328,"[X1,S0,X0,X0,S1,X1]"
route329,"[X0,D3,S0,X1,X1,S1,S2,X0]"
route330,"[X1,S0,D3,D1,X1]"
route331,"[X0,S2,S1,D1,S0,D1,S0,S1,X0]"
route332,"[X0,S0,D1,S0,S1,X0]"
route333,"[X1,S0,X1]"
route334,"[X0,S1,X0]"
route335,"[X0,S1,X0]"
route336,"[X0,S2,X0]"
route337,"[X1,D0,X1]"
route338,"[X1,D1,X1]"
route339,"[X0,D2,X0]"
route340,"[X0,D3,X0]"
Exit,
