Comment,S=4_D=3_X=2(1)_7
route139,"[X1,D0,S1,S0,D1,X1]"
route140,"[X1,S0,D0,S1,X1]"
route141,"[X0,S1,D1,S0,X1,X1,X0]"
route142,"[X1,D1,S0,D1,S2,X1]"
route143,"[X1,S2,S0,D1,X1]"
route144,"[X0,S1,D1,S0,D0,X0]"
route145,"[X1,S2,S0,D1,S2,X1]"
route146,"[X1,S2,D0,S1,X1]"
route147,"[X1,S3,S2,S0,X0,X0,S1,D0,D1,S2,X1]"
route148,"[X0,D0,X1,X1,S3,X0]"
route149,"[X1,S1,D0,S1,X0,X0,X1]"
route150,"[X0,D0,D1,S1,X0]"
route151,"[X0,D0,S2,X1,X1,D1,D0,X0]"
route152,"[X0,D0,S2,X1,X1,D0,X0]"
route153,"[X0,D0,S1,D1,X0]"
route154,"[X1,S3,D0,S1,X1]"
route155,"[X1,S0,D1,S2,X1]"
route156,"[X0,D0,X0]"
route157,"[X0,S0,S2,X1,X1,D1,D0,S1,X0]"
route158,"[X0,S1,D1,S1,X0]"
route159,"[X0,D0,S0,X1,X1,D1,X0]"
route160,"[X0,S1,X1,X1,S3,S2,X0]"
route161,"[X0,S1,X0]"
route162,"[X0,D0,X1,X1,X0]"
route163,"[X1,S0,D1,X1]"
route164,"[X1,S3,D0,S1,X0,X0,S2,X1]"
route165,"[X1,S2,S0,X0,X0,X1]"
route166,"[X0,X1,X1,X0]"
route167,"[X1,S1,S0,D1,X1]"
route168,"[X0,S1,X1,X1,X0]"
route169,"[X0,D0,S2,D0,X0]"
route170,"[X1,S1,D0,S1,X1]"
route171,"[X0,S1,X1,X1,S2,X0]"
route172,"[X1,D0,X1]"
route173,"[X1,S1,D1,S2,X1]"
route174,"[X1,S0,S1,X1]"
route175,"[X0,D0,X1,X1,S3,S2,X0]"
route176,"[X0,D0,S0,D1,S1,D0,X0]"
route177,"[X1,X0,X0,X1]"
route178,"[X0,D0,S1,X1,X1,S3,S2,S0,X0]"
route179,"[X0,S0,D1,S1,D0,S1,X0]"
route180,"[X0,S0,X0]"
route181,"[X0,S1,X0]"
route182,"[X1,S2,X1]"
route183,"[X1,S2,X1]"
route184,"[X1,S3,X1]"
route185,"[X0,D0,X0]"
route186,"[X0,D0,X0]"
route187,"[X1,D1,X1]"
route188,"[X1,D1,X1]"
Exit,
