Comment,S=2_D=3_X=2(0)_6
route98,"[X0,S0,S1,D1,D0,S0,X0]"
route99,"[X0,S0,D0,D1,D2,X1,X1,S1,X0]"
route100,"[X0,S0,D1,X1,X1,X0]"
route101,"[X1,S1,D0,X0,X0,X1]"
route102,"[X1,S0,X1]"
route103,"[X1,S1,D1,X1]"
route104,"[X0,D1,D2,X1,X1,D1,D0,X0]"
route105,"[X0,D2,X1,X1,S0,X0]"
route106,"[X1,D1,X0,X0,S0,X1]"
route107,"[X0,S0,D2,X1,X1,X0]"
route108,"[X0,X1,X1,D1,X1,X1,S0,X0]"
route109,"[X0,X1,X1,D2,D1,D0,X0]"
route110,"[X0,S1,D2,X1,X1,X0]"
route111,"[X0,X1,X1,D2,D1,X0]"
route112,"[X0,S0,D2,D0,S0,X0]"
route113,"[X1,D2,D1,X1]"
route114,"[X0,X1,X1,D2,D1,D0,S0,X0]"
route115,"[X0,S1,D1,X0]"
route116,"[X1,D2,D1,S1,D2,X1]"
route117,"[X0,D1,D2,X1,X1,D2,D1,D0,X0]"
route118,"[X0,D1,X1,X1,S0,X0]"
route119,"[X0,D1,D2,X1,X1,D2,X1,X1,X0]"
route120,"[X0,S0,D1,X0]"
route121,"[X0,S0,D1,X1,X1,S0,X0]"
route122,"[X0,S0,S1,D2,D1,D0,S0,X0]"
route123,"[X0,S0,D1,D2,X1,X1,X0]"
route124,"[X1,D2,D1,S0,S1,D1,D2,X1]"
route125,"[X1,D1,X0,X0,S0,S1,X1]"
route126,"[X1,D2,D1,S0,X0,X0,X1]"
route127,"[X0,S0,S1,X0]"
route128,"[X0,X1,X1,D2,X0]"
route129,"[X1,D2,D1,S0,D2,X1]"
route130,"[X0,S0,D2,X1,X1,S0,X0]"
route131,"[X1,D1,S0,D0,X1]"
route132,"[X0,S1,D0,S0,X0]"
route133,"[X1,S0,D1,D2,X1]"
route134,"[X0,D2,X0]"
route135,"[X1,D1,S1,D0,X1]"
route136,"[X0,D1,X1,X1,D1,X0]"
route137,"[X0,S1,X0]"
route138,"[X0,D2,X1,X1,X0]"
route139,"[X0,S0,D1,D0,S0,X0]"
route140,"[X1,D1,S0,S1,X1]"
route141,"[X1,S1,D0,D2,X1]"
route142,"[X0,D1,D2,X1,X1,D2,D1,X0]"
route143,"[X0,X1,X1,X0]"
route144,"[X1,S1,S0,D0,D1,X1]"
route145,"[X1,S0,D1,X1]"
route146,"[X1,D1,S1,S0,D0,D1,D2,X1]"
route147,"[X0,D1,D2,X1,X1,D2,D1,S0,X0]"
route148,"[X1,D2,X1]"
route149,"[X1,S0,S1,X1]"
route150,"[X0,D1,D2,X1,X1,D1,D0,S0,X0]"
route151,"[X1,S0,S1,D0,D1,D2,X1]"
route152,"[X1,D1,S1,S0,D1,D2,X1]"
route153,"[X1,X0,X0,X1]"
route154,"[X0,D1,X1,X1,D1,D0,X0]"
route155,"[X0,S1,X0]"
Exit,
