Comment,S=4_D=2_X=2(0)_7
route33,"[X1,S0,S1,S2,D0,X1]"
route34,"[X1,S0,S1,S2,D1,D0,S3,D0,X0,X0,S2,X1]"
route35,"[X1,S3,X1]"
route36,"[X1,D1,X0,X0,D1,X1]"
route37,"[X0,S1,S0,S3,D0,D1,X0]"
route38,"[X1,S0,S1,S2,X0,X0,S3,X1]"
route39,"[X0,S1,D0,X0]"
route40,"[X1,S0,S1,S2,D1,D0,S3,D0,X0,X0,S2,S3,X1]"
route41,"[X1,S0,S2,D1,D0,X0,X0,S2,S3,X1]"
route42,"[X1,S0,S3,D0,X0,X0,S2,S3,X1]"
route43,"[X0,D1,X1,X1,S0,X0]"
route44,"[X0,D1,X1,X1,S0,S3,S2,X0]"
route45,"[X1,D1,S2,D1,X0,X0,S3,X1]"
route46,"[X0,S2,S1,S0,X1,X1,S3,X0]"
route47,"[X0,S1,S0,D0,D1,X0]"
route48,"[X0,S3,D0,S2,X0]"
route49,"[X0,S3,S0,D1,S2,X0]"
route50,"[X1,D1,S2,X1]"
route51,"[X1,S0,S3,D0,S2,D1,S1,D1,X0,X0,S2,X1]"
route52,"[X1,S1,X1]"
route53,"[X1,S0,D1,X0,X0,S2,X1]"
route54,"[X0,S2,X1,X1,S3,X0]"
route55,"[X0,S0,D0,S2,X0]"
route56,"[X0,D1,X1,X1,S0,S2,X0]"
route57,"[X1,S0,S3,D0,S2,D1,S1,D1,X0,X0,S2,S1,X1]"
route58,"[X0,S2,S0,S3,D0,D1,S2,X0]"
route59,"[X1,S3,D1,X1]"
route60,"[X1,S0,S3,D0,S2,D1,X0,X0,S2,X1]"
route61,"[X0,S2,S0,D0,D1,S2,X0]"
route62,"[X0,S0,D0,X0]"
route63,"[X0,S2,S1,S0,S3,D0,D1,S2,X0]"
route64,"[X1,S2,X0,X0,X1]"
route65,"[X0,D1,S2,S1,X0]"
route66,"[X1,D0,X0,X0,S2,X1]"
route67,"[X0,D1,S1,D0,X0]"
route68,"[X1,S0,S1,S2,D0,X0,X0,S2,S3,X1]"
route69,"[X1,S0,D1,X0,X0,S2,S1,X1]"
route70,"[X1,S0,D0,X0,X0,X1]"
route71,"[X1,D0,X0,X0,D1,X0,X0,S2,S1,X1]"
route72,"[X0,X1,X1,S0,S3,S2,X0]"
route73,"[X1,S1,S0,S3,X1]"
route74,"[X1,X0,X0,D0,X0,X0,X1]"
route75,"[X0,D1,S0,S3,D0,D1,X0]"
route76,"[X0,S2,S0,S3,D0,D1,X0]"
route77,"[X1,D1,X0,X0,D0,X0,X0,S2,X1]"
route78,"[X1,S0,S3,D0,S2,D1,S1,D1,S2,X1]"
route79,"[X0,S2,S0,D0,D1,X0]"
route80,"[X1,S2,D1,X0,X0,S2,X1]"
route81,"[X1,S0,S1,S2,D1,D0,X0,X0,S2,X1]"
route82,"[X1,S0,S3,D0,S2,D1,S1,D1,X1]"
route83,"[X1,S1,D0,X1]"
route84,"[X0,S3,S1,D1,D0,S2,X0]"
route85,"[X1,S0,S2,D1,D0,S3,D0,X0,X0,X1]"
route86,"[X1,S1,S2,X1]"
route87,"[X1,S2,D1,X0,X0,S3,X1]"
route88,"[X1,S1,S0,X1]"
route89,"[X0,D1,S1,X0]"
route90,"[X1,D1,X0,X0,D0,X1]"
route91,"[X0,S1,S0,S3,D0,D1,S2,X0]"
route92,"[X1,S0,S2,D0,X0,X0,S2,S3,X1]"
route93,"[X1,S0,S3,D0,S2,D1,X1]"
route94,"[X0,S3,D1,S2,X0]"
route95,"[X0,D1,S3,X0]"
route96,"[X0,S0,S2,D1,X0]"
route97,"[X1,S0,S3,D0,S2,D1,S2,X1]"
route98,"[X1,D0,X0,X0,D1,S2,X1]"
route99,"[X0,S3,S0,D0,D1,S2,X0]"
route100,"[X0,D1,S2,D0,X0]"
route101,"[X1,S0,S2,D1,D0,S3,D0,X1]"
route102,"[X0,S3,S0,D1,X0]"
route103,"[X1,S1,D0,X0,X0,X1]"
route104,"[X1,S0,S3,D0,S2,D1,X0,X0,S2,S1,X1]"
route105,"[X1,S0,S2,D1,D0,S3,D0,X0,X0,S2,X1]"
route106,"[X0,S3,X0]"
route107,"[X1,D1,S2,D0,X1]"
route108,"[X0,D1,S2,S1,D1,D0,X0]"
route109,"[X0,D1,X1,X1,X0]"
route110,"[X1,S1,S2,D1,X0,X0,S3,X1]"
route111,"[X1,X0,X0,D1,S2,X1]"
route112,"[X0,S0,X0]"
route113,"[X0,S2,X1,X1,X0]"
route114,"[X1,D1,X1]"
route115,"[X1,S2,D1,X1]"
route116,"[X1,S2,X1]"
route117,"[X1,S1,D0,X0,X0,S2,S3,X1]"
route118,"[X0,D1,S1,D1,X0]"
route119,"[X1,S3,D1,X0,X0,S2,X1]"
route120,"[X1,D0,X0,X0,D1,X0,X0,S2,X1]"
route121,"[X0,S3,S2,D1,D0,S2,X0]"
route122,"[X1,X0,X0,D1,X1]"
route123,"[X0,D1,S2,X1,X1,X0]"
route124,"[X1,S0,S1,S2,D1,X0,X0,D0,S3,X1]"
route125,"[X1,S3,D0,X0,X0,X1]"
route126,"[X1,S1,D1,X1]"
route127,"[X0,D1,S0,S2,D1,X0]"
route128,"[X0,S2,S1,X1,X1,S3,X0]"
route129,"[X0,S2,S1,D0,S2,X0]"
route130,"[X1,S0,X1]"
route131,"[X0,S1,S0,D0,D1,S2,X0]"
route132,"[X0,S3,D1,X0]"
route133,"[X1,S0,S1,S2,D1,D0,S3,D0,X0,X0,X1]"
route134,"[X0,X1,X1,S0,S2,X0]"
route135,"[X0,S2,S1,X0]"
route136,"[X1,S1,D0,X0,X0,S2,X1]"
route137,"[X1,S0,S1,S2,D1,D0,X0,X0,S2,S3,X1]"
route138,"[X0,S2,D1,X0]"
route139,"[X0,D1,S3,S1,D1,D0,X0]"
route140,"[X0,D1,S3,S0,D1,X0]"
route141,"[X0,D1,S2,D1,D0,X0]"
route142,"[X0,D1,S2,S0,S3,D0,D1,X0]"
route143,"[X0,D1,S2,S1,S0,S3,D0,D1,X0]"
route144,"[X0,S2,S3,X0]"
route145,"[X1,S2,D0,X1]"
route146,"[X1,S2,D0,X0,X0,X1]"
route147,"[X1,S2,D0,X0,X0,S2,X1]"
route148,"[X1,S0,S2,D1,D0,X1]"
route149,"[X0,D1,S2,S1,S0,X1,X1,S3,D0,S2,X0]"
route150,"[X0,S1,D1,X0]"
route151,"[X1,X0,X0,D0,X0,X0,S2,X1]"
route152,"[X1,S2,D1,S2,X1]"
route153,"[X1,S0,S2,D0,X0,X0,S2,X1]"
route154,"[X0,D1,S2,S1,S0,X1,X1,S3,D0,X0]"
route155,"[X0,D1,S2,S0,S1,D1,D0,X0]"
route156,"[X1,S1,S2,X0,X0,S3,X1]"
route157,"[X0,D1,S2,X1,X1,S3,X0]"
route158,"[X0,D1,S3,D0,X0]"
route159,"[X0,S0,D1,X0]"
route160,"[X0,D1,S2,S3,X0]"
route161,"[X0,S2,D1,D0,X0]"
route162,"[X0,S2,S0,S1,D1,D0,S2,X0]"
route163,"[X0,S2,S1,S0,S3,D0,D1,X0]"
route164,"[X1,S0,S2,D1,D0,X0,X0,X1]"
route165,"[X0,D1,S2,S1,S0,X1,X1,S3,X0]"
route166,"[X0,D1,S0,D1,X0]"
route167,"[X1,D1,X0,X0,S2,X1]"
route168,"[X0,D1,S3,S2,D1,D0,X0]"
route169,"[X0,S2,S1,D0,X0]"
route170,"[X1,S0,S3,D0,X1]"
route171,"[X1,S0,D1,S2,X1]"
route172,"[X0,D0,X0]"
route173,"[X1,S2,D1,X0,X0,X1]"
route174,"[X1,S0,D0,X0,X0,S2,S3,X1]"
route175,"[X1,S0,S2,D1,D0,S3,D0,X0,X0,S2,S3,X1]"
route176,"[X0,X1,X1,S0,X0]"
route177,"[X0,S2,S1,X1,X1,X0]"
route178,"[X0,S0,S3,D0,D1,X0]"
route179,"[X1,S0,S2,D0,X1]"
route180,"[X0,S1,X0]"
route181,"[X0,D1,S2,S1,X1,X1,X0]"
route182,"[X1,S0,D1,X1]"
route183,"[X1,S3,S0,S1,X1]"
route184,"[X0,S1,D0,S2,X0]"
route185,"[X0,D1,S1,S0,S3,D0,D1,X0]"
route186,"[X1,S0,S2,D0,X0,X0,X1]"
route187,"[X1,S0,S1,S2,D0,X0,X0,X1]"
route188,"[X0,X1,X1,X0]"
route189,"[X1,S0,S3,X1]"
route190,"[X0,D1,S2,S3,D0,D1,X0]"
route191,"[X1,S3,D1,S2,X1]"
route192,"[X1,D0,X1]"
route193,"[X1,S1,D1,S2,X1]"
route194,"[X1,S0,S1,X1]"
route195,"[X1,S3,D0,X0,X0,S2,X1]"
route196,"[X0,S3,S1,D1,D0,X0]"
route197,"[X1,S0,S3,D0,X0,X0,X1]"
route198,"[X1,S1,S2,S3,X1]"
route199,"[X0,S2,S3,D0,D1,S2,X0]"
route200,"[X1,S1,D1,X0,X0,S2,X1]"
route201,"[X1,D0,X0,X0,D1,X1]"
route202,"[X1,X0,X0,X1]"
route203,"[X1,S0,S1,S2,D1,D0,X0,X0,X1]"
route204,"[X0,S0,S2,D1,S2,X0]"
route205,"[X1,S0,S2,D1,D0,X0,X0,S2,X1]"
route206,"[X0,S2,S1,D1,D0,X0]"
route207,"[X0,D1,S0,X0]"
route208,"[X0,D1,S1,S0,D0,D1,X0]"
route209,"[X0,S3,S2,D1,D0,X0]"
route210,"[X0,D1,X0]"
route211,"[X0,D1,X0]"
Exit,
