Comment,S=4_D=2_X=1(0)_6
route76,"[X0,D1,S3,D0,X0]"
route77,"[X0,S3,S0,D0,S1,S2,D0,D1,S2,X0]"
route78,"[X0,D1,S3,S0,D0,S2,D0,D1,X0]"
route79,"[X0,D1,S2,D1,S0,D1,X0]"
route80,"[X0,S3,S0,D0,D1,X0]"
route81,"[X0,D1,S3,S0,D1,S1,D0,X0]"
route82,"[X0,D1,S1,S2,D0,S0,D1,X0]"
route83,"[X0,D1,S3,S0,D1,S2,D1,X0]"
route84,"[X0,S3,D0,X0]"
route85,"[X0,S1,D0,S0,D0,D1,X0]"
route86,"[X0,S2,D0,X0]"
route87,"[X0,S3,S0,D1,S2,D1,S2,X0]"
route88,"[X0,S3,S0,D1,S1,D0,X0]"
route89,"[X0,D1,S3,S0,D0,D1,X0]"
route90,"[X0,S2,S0,X0]"
route91,"[X0,S3,S0,D0,S1,S2,D0,D1,X0]"
route92,"[X0,S1,S2,D0,S0,S3,D1,X0]"
route93,"[X0,S1,S2,S0,X0]"
route94,"[X0,S1,D0,X0]"
route95,"[X0,S3,S0,D1,S2,D1,X0]"
route96,"[X0,D1,S1,S2,S0,X0]"
route97,"[X0,S3,S0,D1,S1,S2,D0,D1,X0]"
route98,"[X0,S1,S2,D0,X0]"
route99,"[X0,S1,D0,S2,X0]"
route100,"[X0,S3,S0,D1,S1,D0,S2,X0]"
route101,"[X0,S1,D0,S0,D1,X0]"
route102,"[X0,S1,S2,X0]"
route103,"[X0,S0,D0,S2,D0,S2,X0]"
route104,"[X0,D1,S0,D0,X0]"
route105,"[X0,S2,S1,S3,X0]"
route106,"[X0,D1,X0]"
route107,"[X0,S0,D0,X0]"
route108,"[X0,D1,S1,S3,X0]"
route109,"[X0,S2,X0]"
route110,"[X0,D1,S3,D1,X0]"
route111,"[X0,D1,S1,S2,D1,X0]"
route112,"[X0,S1,S2,D1,S0,D1,X0]"
route113,"[X0,S0,D1,S1,D0,S2,S1,X0]"
route114,"[X0,D1,S3,S0,D1,S1,S2,D0,D1,X0]"
route115,"[X0,D1,S0,D0,S1,S2,D0,D1,X0]"
route116,"[X0,D1,S1,D0,S0,S3,D1,X0]"
route117,"[X0,S3,S0,D1,S1,S2,D0,D1,S2,X0]"
route118,"[X0,S3,X0]"
route119,"[X0,D0,X0]"
route120,"[X0,D1,X0]"
Exit,
