Comment,S=3_D=4_X=2(1)_4
route58,"[X0,S1,D1,S0,X1,X1,D2,S2,D1,S1,X0]"
route59,"[X0,S1,D0,S0,D2,X0]"
route60,"[X0,S1,S2,D0,X1,X1,S0,X0]"
route61,"[X1,S0,D1,S0,X1]"
route62,"[X1,S2,D2,S0,X1]"
route63,"[X1,S0,S2,D1,X0,X0,S0,X1]"
route64,"[X0,S2,D0,S0,X0]"
route65,"[X0,S1,D0,D2,S0,X0]"
route66,"[X1,S0,S1,D1,S2,D0,D2,S0,X1]"
route67,"[X1,X0,X0,S1,S0,X1]"
route68,"[X1,S0,S1,D0,X1]"
route69,"[X1,S2,D1,S0,X1]"
route70,"[X1,S0,S2,D2,X1]"
route71,"[X1,S0,X0,X0,X1]"
route72,"[X1,D1,S1,D1,S2,D0,X1]"
route73,"[X1,S1,D1,S0,X1]"
route74,"[X1,S0,D2,D0,X1]"
route75,"[X1,S1,D1,X0,X0,S0,X1]"
route76,"[X0,S1,D0,D2,X0]"
route77,"[X1,S1,D2,S0,X1]"
route78,"[X0,D1,D2,X1,X1,X0]"
route79,"[X1,D2,D0,X1]"
route80,"[X0,S1,D1,S0,X1,X1,D2,S2,D1,X0]"
route81,"[X0,S1,D0,X1,X1,S0,X0]"
route82,"[X0,X1,X1,D2,D1,X0]"
route83,"[X0,S1,S2,D0,S0,X1,X1,D0,X1,X1,S0,S2,X0]"
route84,"[X0,S1,D0,S0,D2,X1,X1,S0,X0]"
route85,"[X1,S1,D1,X1]"
route86,"[X1,X0,X0,S1,S2,S0,X1]"
route87,"[X0,S1,S2,S0,D0,X1,X1,D2,D1,S1,X0]"
route88,"[X1,S0,S2,X0,X0,X1]"
route89,"[X1,S2,S0,D2,S0,X1]"
route90,"[X0,D1,D2,X1,X1,S0,X0]"
route91,"[X1,D2,D1,X0,X0,D0,S0,X1]"
route92,"[X0,D2,X1,X1,D0,S0,X0]"
route93,"[X1,D0,S0,S2,S1,X0,X0,D1,D2,X1]"
route94,"[X0,S1,D1,S0,D2,S2,D1,X0]"
route95,"[X1,S1,S0,X1]"
route96,"[X1,S0,S2,S1,X0,X0,D2,S0,X1]"
route97,"[X0,S1,S2,D0,S0,X1,X1,D0,X0]"
route98,"[X0,S1,S0,X1,X1,X0]"
route99,"[X0,S1,S2,S0,X1,X1,D2,X0]"
route100,"[X0,S0,D2,S0,X0]"
route101,"[X1,D1,S1,D2,X1]"
route102,"[X0,D0,X0]"
route103,"[X1,S0,S2,D1,S0,X1]"
route104,"[X0,S1,S0,X1,X1,D0,X1,X1,S0,S2,X0]"
route105,"[X0,S1,S2,D0,S0,X1,X1,D0,S0,X0]"
route106,"[X1,S2,D0,X1]"
route107,"[X0,S0,X0]"
route108,"[X0,X1,X1,D0,X0]"
route109,"[X0,D1,D2,X1,X1,D0,X1,X1,S0,S2,X0]"
route110,"[X0,S2,X1,X1,X0]"
route111,"[X1,D2,X1]"
route112,"[X1,S2,D2,X1]"
route113,"[X1,S2,X1]"
route114,"[X0,S1,D0,X1,X1,X0]"
route115,"[X0,S0,D1,S1,X1,X1,X0]"
route116,"[X0,D1,D2,X0]"
route117,"[X0,S2,S0,D2,D1,X0]"
route118,"[X1,S0,S1,D1,S2,D0,D2,X1]"
route119,"[X0,D1,D2,X1,X1,D0,S0,X0]"
route120,"[X1,S0,S2,D0,D2,S0,X1]"
route121,"[X0,D1,D2,X1,X1,D0,X1,X1,S0,X0]"
route122,"[X1,S1,D2,X1]"
route123,"[X0,S0,X1,X1,D1,X0]"
route124,"[X1,S0,X1]"
route125,"[X1,S1,D0,X1]"
route126,"[X1,S0,S1,D1,D0,X1]"
route127,"[X0,S1,D2,S0,X0]"
route128,"[X1,X0,X0,S1,X1]"
route129,"[X1,S2,D1,X0,X0,S0,X1]"
route130,"[X0,S1,D0,X1,X1,S0,D1,X0]"
route131,"[X0,S1,D1,S0,D2,S2,D1,S1,X0]"
route132,"[X0,D1,S1,D1,S0,D2,S2,D1,X0]"
route133,"[X0,D2,X1,X1,D0,X1,X1,S0,S2,X0]"
route134,"[X0,X1,X1,D0,X1,X1,S0,X0]"
route135,"[X1,S2,S0,X1]"
route136,"[X0,S2,D2,X0]"
route137,"[X0,S2,S0,X1,X1,D1,X0]"
route138,"[X0,S1,S0,D2,D1,S1,X0]"
route139,"[X0,S2,D0,X0]"
route140,"[X0,S1,S2,S0,X1,X1,D2,D1,S1,X0]"
route141,"[X0,S1,D0,X0]"
route142,"[X1,S2,D1,X1]"
route143,"[X0,S1,S2,D0,X1,X1,X0]"
route144,"[X0,S1,D2,X0]"
route145,"[X0,D0,X1,X1,S0,X0]"
route146,"[X0,S1,D0,D2,X1,X1,S0,X0]"
route147,"[X1,S0,S2,D0,S0,X1]"
route148,"[X0,S0,D0,X0]"
route149,"[X1,D2,S0,S1,D1,D0,X1]"
route150,"[X0,S0,D0,X1,X1,S0,X0]"
route151,"[X1,S1,D1,S2,D0,X1]"
route152,"[X1,D1,S0,X1]"
route153,"[X0,S0,D2,X0]"
route154,"[X1,S0,S2,D0,D2,X1]"
route155,"[X0,S1,S2,S0,X1,X1,X0]"
route156,"[X0,S1,D1,S0,D2,S0,X0]"
route157,"[X0,S1,S2,D0,S0,D0,X1,X1,S0,X0]"
route158,"[X0,S1,D2,X1,X1,S0,X0]"
route159,"[X1,S2,D0,S0,X1]"
route160,"[X0,S1,S2,D0,S0,D0,X1,X1,S0,S2,S1,X0]"
route161,"[X1,S0,S2,D1,D2,S0,X1]"
route162,"[X0,S1,D1,S0,D2,X1,X1,S0,X0]"
route163,"[X0,S1,S2,D0,S0,D0,X1,X1,S0,S2,X0]"
route164,"[X0,S1,S0,X1,X1,D0,X1,X1,S0,X0]"
route165,"[X1,S2,S0,D2,X1]"
route166,"[X1,S0,S2,S1,X0,X0,D1,D2,S0,X1]"
route167,"[X0,S1,S2,D0,S0,D0,S0,X0]"
route168,"[X1,S0,S2,D0,X1]"
route169,"[X0,D0,X1,X1,D2,D1,X0]"
route170,"[X0,S2,D2,S0,X0]"
route171,"[X0,S2,S0,X1,X1,X0]"
route172,"[X0,S1,S2,S0,X0]"
route173,"[X1,S0,S2,S1,X0,X0,D2,X1]"
route174,"[X0,S1,S2,D0,S0,X1,X1,D0,X1,X1,S0,X0]"
route175,"[X0,D1,X0]"
route176,"[X0,S2,S0,D2,D1,S1,X0]"
route177,"[X1,S0,S2,D1,X1]"
route178,"[X0,S1,X0]"
route179,"[X0,S1,S0,X1,X1,D0,S0,X0]"
route180,"[X0,S0,X1,X1,D1,S1,X0]"
route181,"[X1,S1,D0,S0,X1]"
route182,"[X1,S0,D2,X1]"
route183,"[X1,D1,S1,S2,D0,X1]"
route184,"[X0,D0,X1,X1,D2,D1,S1,X0]"
route185,"[X1,S0,S2,S1,X0,X0,D1,D2,X1]"
route186,"[X0,S1,S2,S0,D0,X1,X1,D2,D1,X0]"
route187,"[X0,X1,X1,X0]"
route188,"[X0,S2,S0,X1,X1,D1,S1,X0]"
route189,"[X0,S1,X1,X1,X0]"
route190,"[X1,S0,D0,X1]"
route191,"[X1,D1,X1]"
route192,"[X0,S1,S2,D0,S0,D0,X0]"
route193,"[X0,D1,S1,D1,S0,X1,X1,D2,S2,D1,X0]"
route194,"[X0,S2,D2,X1,X1,S0,X0]"
route195,"[X1,S1,S2,D0,X1]"
route196,"[X0,X1,X1,D0,X1,X1,S0,S2,X0]"
route197,"[X1,X0,X0,X1]"
route198,"[X0,S1,S2,D0,S0,X0]"
route199,"[X0,S1,S2,D0,S0,X1,X1,D0,X1,X1,S0,S2,S1,X0]"
route200,"[X0,S1,S0,X1,X1,D2,X1,X1,S0,X0]"
route201,"[X0,S1,S2,S0,X1,X1,D2,D1,X0]"
route202,"[X0,D2,S0,X0]"
route203,"[X1,D2,S0,S1,D1,S2,D0,D2,X1]"
route204,"[X1,S0,X1]"
route205,"[X0,S1,X0]"
route206,"[X0,S1,X0]"
route207,"[X0,S2,X0]"
route208,"[X0,S2,X0]"
route209,"[X1,D0,X1]"
route210,"[X0,D1,X0]"
route211,"[X1,D2,X1]"
Exit,
