Comment,S=2_D=4_X=2(0)_5
route33,"[X0,D1,D2,X1,X1,D3,D0,S0,X0]"
route34,"[X0,D0,X0]"
route35,"[X0,S1,D0,X0]"
route36,"[X0,D1,S0,D1,D0,X0]"
route37,"[X1,D1,X0,X0,D0,D3,S1,X1]"
route38,"[X1,D1,X1]"
route39,"[X0,D1,X1,X1,X0]"
route40,"[X0,S1,D2,X0]"
route41,"[X1,D3,D2,X1]"
route42,"[X1,D2,D1,X0,X0,D3,X1]"
route43,"[X1,D1,S1,X1]"
route44,"[X0,D1,D2,X1,X1,D3,D0,X0]"
route45,"[X0,D1,S0,S1,X1,X1,D3,D0,S0,X0]"
route46,"[X1,X0,X0,D0,X0,X0,S1,X1]"
route47,"[X1,S1,X1]"
route48,"[X1,D1,X0,X0,D0,S1,X1]"
route49,"[X0,D1,S1,D3,X0]"
route50,"[X0,S0,D0,X0]"
route51,"[X0,D1,S0,D0,X0]"
route52,"[X0,S0,D2,X0]"
route53,"[X1,D0,X0,X0,D1,S1,X1]"
route54,"[X1,D1,X0,X0,D0,X0,X0,S1,X1]"
route55,"[X0,D1,S1,D0,D1,X0]"
route56,"[X1,S0,D0,S1,X1]"
route57,"[X1,S1,S0,D1,X0,X0,D0,D3,X1]"
route58,"[X0,D1,D2,X1,X1,X0]"
route59,"[X1,D1,S0,D2,X1]"
route60,"[X1,S0,D1,S1,X1]"
route61,"[X1,D1,X0,X0,D1,X1]"
route62,"[X1,S1,D1,S1,X1]"
route63,"[X1,D1,X0,X0,X1]"
route64,"[X1,D1,S0,D1,X1]"
route65,"[X1,S1,D0,S1,X1]"
route66,"[X1,D1,X0,X0,S1,X1]"
route67,"[X1,S1,S0,D1,X0,X0,D0,X0,X0,S1,X1]"
route68,"[X1,X0,X0,D1,X0,X0,S1,X1]"
route69,"[X1,D2,D1,X0,X0,D0,D3,S1,X1]"
route70,"[X1,D1,X0,X0,D0,D3,X1]"
route71,"[X1,S1,D2,X1]"
route72,"[X0,D1,D2,X1,X1,D0,S0,X0]"
route73,"[X1,S1,D0,X1]"
route74,"[X1,S1,D1,X0,X0,X1]"
route75,"[X1,S0,D0,X0,X0,S0,S1,X1]"
route76,"[X0,D1,S1,X1,X1,X0]"
route77,"[X0,D1,S0,S1,X0]"
route78,"[X1,S1,S0,X1]"
route79,"[X0,S0,D1,D0,X0]"
route80,"[X0,D1,X1,X1,D3,D0,S0,X0]"
route81,"[X0,D1,D3,D0,X0]"
route82,"[X1,X0,X0,D1,S1,X1]"
route83,"[X0,D1,S0,D3,X0]"
route84,"[X0,D1,D2,S1,X0]"
route85,"[X0,S0,D3,S0,X0]"
route86,"[X0,D1,X0]"
route87,"[X1,D0,S1,X1]"
route88,"[X0,D1,S0,S1,X1,X1,D3,D0,X0]"
route89,"[X0,D2,S1,X0]"
route90,"[X0,D1,S1,D0,X0]"
route91,"[X1,X0,X0,D0,S1,X1]"
route92,"[X0,S0,X0]"
route93,"[X1,S1,S0,D1,X0,X0,X1]"
route94,"[X1,D3,X1]"
route95,"[X0,D1,D2,S1,S0,X0]"
route96,"[X1,D2,S1,S0,D1,X0,X0,D0,D3,X1]"
route97,"[X1,D0,X1]"
route98,"[X0,D1,S1,X0]"
route99,"[X0,D1,S0,S1,X1,X1,X0]"
route100,"[X1,S1,D3,X1]"
route101,"[X1,S1,S0,D1,X0,X0,D0,X0,X0,S0,S1,X1]"
route102,"[X1,S1,S0,D1,X0,X0,D0,X1]"
route103,"[X1,D3,D2,S1,X1]"
route104,"[X1,S0,X1]"
route105,"[X1,D0,X0,X0,D1,X0,X0,S0,S1,X1]"
route106,"[X1,S1,D1,X1]"
route107,"[X1,S0,D1,X0,X0,S1,X1]"
route108,"[X0,S1,D2,X1,X1,S1,S0,X0]"
route109,"[X1,D1,X0,X0,D0,X1]"
route110,"[X0,S1,D3,S0,X0]"
route111,"[X0,D1,D3,X0]"
route112,"[X1,X0,X0,D0,X1]"
route113,"[X1,D2,D3,X1]"
route114,"[X1,S1,S0,X0,X0,X1]"
route115,"[X0,S1,D1,X0]"
route116,"[X0,D1,S0,S1,X1,X1,D0,X0]"
route117,"[X1,S1,S0,D1,X0,X0,D0,D3,S1,X1]"
route118,"[X0,S0,D2,S1,S0,X0]"
route119,"[X1,D0,X0,X0,S1,X1]"
route120,"[X0,S1,D3,X0]"
route121,"[X0,D1,X1,X1,D3,D0,X0]"
route122,"[X0,D1,S0,D2,X0]"
route123,"[X0,S0,D1,X0]"
route124,"[X1,D0,X0,X0,D1,X1]"
route125,"[X0,D1,S1,D1,X0]"
route126,"[X0,S0,D3,X0]"
route127,"[X0,D1,S0,S1,D2,X1,X1,D3,D0,S0,X0]"
route128,"[X1,S0,D2,S1,X1]"
route129,"[X0,S1,D2,S1,S0,X0]"
route130,"[X1,D2,D1,X0,X0,D0,D3,X1]"
route131,"[X1,S0,D3,S1,X1]"
route132,"[X0,S0,S1,X0]"
route133,"[X1,D1,S0,D0,X1]"
route134,"[X1,D1,S0,D3,X1]"
route135,"[X0,D2,X0]"
route136,"[X0,S0,S1,X1,X1,X0]"
route137,"[X1,D2,S1,S0,D1,X0,X0,D0,D3,S1,X1]"
route138,"[X0,S1,X0]"
route139,"[X1,S0,D3,X1]"
route140,"[X0,X1,X1,X0]"
route141,"[X1,S1,D2,S1,X1]"
route142,"[X1,S0,D1,X1]"
route143,"[X1,S0,D1,X0,X0,S0,S1,X1]"
route144,"[X1,D2,X1]"
route145,"[X0,D3,S0,X0]"
route146,"[X1,X0,X0,X1]"
route147,"[X0,S1,D0,D1,S0,X0]"
route148,"[X1,S0,D0,X0,X0,S1,X1]"
route149,"[X0,S0,X0]"
route150,"[X1,S1,X1]"
route151,"[X0,D0,X0]"
Exit,
