Comment,S=3_D=2_X=2(0)_4
route51,"[X0,D1,D0,S1,D0,X0]"
route52,"[X1,S1,D1,X0,X0,S1,X1]"
route53,"[X1,S1,D1,X1]"
route54,"[X0,S1,X1,X1,S0,S2,X0]"
route55,"[X1,S1,S2,X1]"
route56,"[X1,S1,D0,X0,X0,X1]"
route57,"[X0,D0,S1,X1,X1,X0]"
route58,"[X1,S1,S0,X1]"
route59,"[X0,D0,X0]"
route60,"[X1,S2,D0,X1]"
route61,"[X0,S0,X0]"
route62,"[X0,D1,D0,X0]"
route63,"[X0,D1,D0,S1,S0,X0]"
route64,"[X1,D0,X0,X0,D1,S1,X1]"
route65,"[X0,D0,S1,X1,X1,S0,X0]"
route66,"[X1,S2,X1]"
route67,"[X1,S2,D1,X0,X0,S1,X1]"
route68,"[X1,S0,S1,D0,D1,X0,X0,X1]"
route69,"[X1,D0,D1,X0,X0,X1]"
route70,"[X0,D0,S1,X0]"
route71,"[X0,D0,S1,X1,X1,S0,S2,X0]"
route72,"[X1,D0,D1,S2,D0,S1,X1]"
route73,"[X0,D1,D0,S0,X0]"
route74,"[X0,S2,X1,X1,S1,X0]"
route75,"[X1,S0,X1]"
route76,"[X1,S1,X0,X0,S2,S0,X1]"
route77,"[X1,S1,D0,X1]"
route78,"[X1,D1,S1,X1]"
route79,"[X1,X0,X0,D1,D0,S1,X1]"
route80,"[X0,D1,D0,X1,X1,S1,X0]"
route81,"[X1,D1,D0,X1]"
route82,"[X0,S2,D0,X0]"
route83,"[X0,S1,D0,X0]"
route84,"[X1,S2,D1,X1]"
route85,"[X1,S2,D0,S1,S0,X1]"
route86,"[X0,D0,S0,D1,X0]"
route87,"[X0,S0,D0,X0]"
route88,"[X0,D0,S1,D0,X0]"
route89,"[X0,S2,D1,D0,X0]"
route90,"[X0,D1,D0,S1,X1,X1,S0,X0]"
route91,"[X1,S0,D1,S1,X1]"
route92,"[X1,S0,S1,D1,X0,X0,S1,X1]"
route93,"[X0,D1,S2,S0,X1,X1,S1,X0]"
route94,"[X1,S2,D1,S1,X1]"
route95,"[X0,S0,S1,D0,D1,X0]"
route96,"[X1,D0,D1,S1,X1]"
route97,"[X0,D1,D0,S1,S0,X1,X1,S2,X0]"
route98,"[X0,D1,X0]"
route99,"[X1,S0,S1,D0,D1,X0,X0,S1,X1]"
route100,"[X0,S1,X1,X1,S0,X0]"
route101,"[X0,S1,X0]"
route102,"[X0,D1,D0,S0,S1,D0,D1,X0]"
route103,"[X1,D0,D1,S2,X1]"
route104,"[X1,D0,S2,D1,X1]"
route105,"[X1,D0,S2,D0,X1]"
route106,"[X0,X1,X1,X0]"
route107,"[X1,S1,D1,S1,X1]"
route108,"[X1,S0,D0,X1]"
route109,"[X0,S1,X1,X1,X0]"
route110,"[X1,S1,D0,D1,X0,X0,X1]"
route111,"[X0,D0,X1,X1,S1,X0]"
route112,"[X1,D1,X1]"
route113,"[X1,S1,D0,D1,X1]"
route114,"[X1,S0,S1,X1]"
route115,"[X0,D1,S2,D1,D0,X0]"
route116,"[X0,D1,D0,S1,S0,X1,X1,X0]"
route117,"[X1,X0,X0,X1]"
route118,"[X1,S0,S1,D0,D1,S1,X1]"
route119,"[X1,S0,S1,D1,S1,X1]"
route120,"[X1,D0,X0,X0,D1,X1]"
route121,"[X0,D0,S1,S0,X0]"
route122,"[X1,S0,X1]"
route123,"[X0,D0,X0]"
route124,"[X0,D1,X0]"
Exit,
